"ID","endowment","locale","treatment","wave","start_time","end_time","participant_label","link"
1,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","ed067cda93","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=ed067cda93"
2,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","dca9dcee18","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=dca9dcee18"
3,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","3d49867106","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=3d49867106"
4,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","319cab4dc3","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=319cab4dc3"
5,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","7ef5f7810f","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=7ef5f7810f"
6,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","a05a8be704","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=a05a8be704"
7,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","873b43ea8e","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=873b43ea8e"
8,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","fdd9fe5ffe","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=fdd9fe5ffe"
9,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","7c37ceba22","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=7c37ceba22"
10,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","ce7ff80271","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=ce7ff80271"
11,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","1348634677","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=1348634677"
12,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","70d3428156","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=70d3428156"
13,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","2c224915ef","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=2c224915ef"
14,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","ceffa44481","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=ceffa44481"
15,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","9afb3117d0","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=9afb3117d0"
16,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","7e2715c145","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=7e2715c145"
17,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","4c16eef562","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=4c16eef562"
18,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","ef42c8703d","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=ef42c8703d"
19,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","07b0fa0ee7","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=07b0fa0ee7"
20,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","0711d1792b","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=0711d1792b"
21,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","f8ed3e40b6","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=f8ed3e40b6"
22,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","87c9f3ab66","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=87c9f3ab66"
23,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","287bb1a43f","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=287bb1a43f"
24,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","80304c236d","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=80304c236d"
25,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","e8948c0b5c","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=e8948c0b5c"
26,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","58d4d6aee1","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=58d4d6aee1"
27,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","5ae9b2b720","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=5ae9b2b720"
28,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","9bd16a4f9b","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=9bd16a4f9b"
29,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","a0985ba9f0","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=a0985ba9f0"
30,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","ad755b395d","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=ad755b395d"
31,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","1b74bc73f2","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=1b74bc73f2"
32,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","037f6e1fab","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=037f6e1fab"
33,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","a35eac590a","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=a35eac590a"
34,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","263e439f9f","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=263e439f9f"
35,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","9c74e8131d","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=9c74e8131d"
36,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","3d9bbcd722","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=3d9bbcd722"
37,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","a02fd1b3cd","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=a02fd1b3cd"
38,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","6e4511ffda","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=6e4511ffda"
39,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","9b56e2368e","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=9b56e2368e"
40,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","29006b6971","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=29006b6971"
41,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","41976b9d2f","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=41976b9d2f"
42,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","7bbc0632e5","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=7bbc0632e5"
43,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","4a4c0aa240","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=4a4c0aa240"
44,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","6fe98eec9d","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=6fe98eec9d"
45,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","9d19f25175","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=9d19f25175"
46,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","faaff0cb19","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=faaff0cb19"
47,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","4968f9bcc7","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=4968f9bcc7"
48,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","edd276bfbc","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=edd276bfbc"
49,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","1c3c2cda4a","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=1c3c2cda4a"
50,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","6e126f2142","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=6e126f2142"
51,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","f806994761","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=f806994761"
52,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","c30d37775a","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=c30d37775a"
53,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","c5245a9155","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=c5245a9155"
54,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","6bb527365b","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=6bb527365b"
55,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","afb6ccbe54","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=afb6ccbe54"
56,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","1fc0e61085","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=1fc0e61085"
57,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","9bd32944fb","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=9bd32944fb"
58,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","812aaca369","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=812aaca369"
59,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","a7bacdbf6f","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=a7bacdbf6f"
60,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","79cb7e1bee","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=79cb7e1bee"
61,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","39ee616d34","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=39ee616d34"
62,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","d1b92c0229","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=d1b92c0229"
63,15,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","d4dceb9317","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=d4dceb9317"
64,5,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","5568b4c344","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=5568b4c344"
65,10,"usa",2,5,"2020-09-29 04:01","2020-09-30 03:59","2d30535d69","https://w5.elicitingbeliefs.org/room/w5t2/?participant_label=2d30535d69"
