"ID","endowment","locale","treatment","wave","start_time","end_time","participant_label","link"
1,5,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","c0bffc6cd0","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=c0bffc6cd0"
2,10,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","e718a21f8d","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=e718a21f8d"
3,15,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","5a9163c394","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=5a9163c394"
4,5,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","b203912ca3","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=b203912ca3"
5,10,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","911091b54e","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=911091b54e"
6,15,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","7a92f9ea25","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=7a92f9ea25"
7,5,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","3e5a4f4c58","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=3e5a4f4c58"
8,10,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","26fc6020f5","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=26fc6020f5"
9,15,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","d99c41fcfa","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=d99c41fcfa"
10,5,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","c909d4cc1b","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=c909d4cc1b"
11,10,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","31520cba7a","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=31520cba7a"
12,15,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","913eccbd9a","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=913eccbd9a"
13,5,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","8b10251985","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=8b10251985"
14,10,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","6e473975fd","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=6e473975fd"
15,15,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","39b0364ae7","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=39b0364ae7"
16,5,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","63612e6bdf","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=63612e6bdf"
17,10,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","77a1f2d71c","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=77a1f2d71c"
18,15,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","f623800fcf","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=f623800fcf"
19,5,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","eecbc193d6","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=eecbc193d6"
20,10,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","c4a04f135b","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=c4a04f135b"
21,15,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","fa13b5ec5a","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=fa13b5ec5a"
22,5,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","e927399963","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=e927399963"
23,10,"usa",1,3,"2020-07-31 04:01","2020-08-01 03:59","a8cdef681d","https://w3.elicitingbeliefs.org/room/w3t1/?participant_label=a8cdef681d"
