"ID","endowment","locale","treatment","wave","start_time","end_time","participant_label","link"
1,5,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","6811d835b1","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=6811d835b1"
2,10,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","9b590f9fa0","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=9b590f9fa0"
3,15,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","426068c2ab","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=426068c2ab"
4,5,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","2ea113c77d","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=2ea113c77d"
5,10,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","122cf7b5b3","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=122cf7b5b3"
6,15,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","b4edcdef6a","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=b4edcdef6a"
7,5,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","d1d353c86d","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=d1d353c86d"
8,10,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","9a678cf8ba","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=9a678cf8ba"
9,15,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","fb4f2b742d","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=fb4f2b742d"
10,5,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","c82737baf6","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=c82737baf6"
11,10,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","e95081b100","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=e95081b100"
12,15,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","ac5e7c6630","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=ac5e7c6630"
13,5,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","9eaca0c88b","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=9eaca0c88b"
14,10,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","b3e4d7bdad","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=b3e4d7bdad"
15,15,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","0962a7309a","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=0962a7309a"
16,5,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","5dba4b044b","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=5dba4b044b"
17,10,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","30cc05ad56","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=30cc05ad56"
18,15,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","dacadf52fe","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=dacadf52fe"
19,5,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","680d6489be","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=680d6489be"
20,10,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","c0db71a932","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=c0db71a932"
21,15,"usa",1,1,"2020-05-29 04:01","2020-05-30 03:59","7d12a60f86","https://w3.elicitingbeliefs.org/room/w1t1/?participant_label=7d12a60f86"
