"ID","endowment","locale","treatment","wave","start_time","end_time","participant_label","link"
1,5,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","e81b5cb67b","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=e81b5cb67b"
2,10,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","def52fefa0","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=def52fefa0"
3,15,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","d7099dc097","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=d7099dc097"
4,5,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","498ba3da75","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=498ba3da75"
5,10,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","d8f08e3009","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=d8f08e3009"
6,15,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","b138877414","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=b138877414"
7,5,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","b44196a47d","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=b44196a47d"
8,10,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","0d534bc3fb","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=0d534bc3fb"
9,15,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","011aa221a1","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=011aa221a1"
10,5,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","49f3bad19a","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=49f3bad19a"
11,10,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","faf265c3f5","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=faf265c3f5"
12,15,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","60caa68f59","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=60caa68f59"
13,5,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","1fd0d9f386","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=1fd0d9f386"
14,10,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","5f2f0c4671","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=5f2f0c4671"
15,15,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","acaa1ed018","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=acaa1ed018"
16,5,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","a8417d7626","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=a8417d7626"
17,10,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","88b8b60694","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=88b8b60694"
18,15,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","c40a50da93","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=c40a50da93"
19,5,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","1351fe5cf7","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=1351fe5cf7"
20,10,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","d13fdb2c5a","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=d13fdb2c5a"
21,15,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","0de5b15c41","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=0de5b15c41"
22,5,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","39803122fa","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=39803122fa"
23,10,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","d0356b2526","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=d0356b2526"
24,15,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","8aa93ad4fc","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=8aa93ad4fc"
25,5,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","3f8f05d558","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=3f8f05d558"
26,10,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","70646b0c4d","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=70646b0c4d"
27,15,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","240a1901e7","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=240a1901e7"
28,5,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","045ad134e4","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=045ad134e4"
29,10,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","fd204a3820","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=fd204a3820"
30,15,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","1e747bd14a","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=1e747bd14a"
31,5,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","cdb477aa84","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=cdb477aa84"
32,10,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","ea3eaa4dff","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=ea3eaa4dff"
33,15,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","9ad41198de","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=9ad41198de"
34,5,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","a614226829","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=a614226829"
35,10,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","9801f2b4bb","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=9801f2b4bb"
36,15,"usa",2,1,"2020-05-29 04:01","2020-05-30 03:59","11e3955358","https://w3.elicitingbeliefs.org/room/w1t2/?participant_label=11e3955358"
